"","X","Site_Name","Site_ID","Section","Month","Type","Date","Interaction_recorded..Y.N.","SpecimenCaught","UniqueID","EntryOrder","Day","Month.1","Year","Week","SampleDate","Surveyor","HabitatType","Survey","Site","HabitatType.Survey.Site","ITMx","ITMy","WGS84.ETRS89","WGS84.ETRS89.1","PlantSpecies","FlowerVisitorSpecies","Pollinator_caught","VisitorGroup","Genus","Sex","VisitationFrequency","FlowerAbundancePerPlantSpecies","MaxFlowerSize.mm.","FloralArea","Introduced.","Visitation.Rate","FlowerAbundanceTotal","TransectTime.mins.","AreaSampledm2","Rate","Groups.of.flower.visitors.registered..All.species..Only.bees..Bees.and.hoverflies..Bees.and.flies..etc.","InsectActivityRecorded..Feeding.or.Both.Feeding.and.F.lying","Site_Section","Site_Section_Month","gradient","gradienttype","groupfactor"
"1130",1130,"West.Dunboyne",15,"Hedge","May","Agri","7.5.18","Y","Y",20180798,1613,7,5,18,2,"7.5.18","Cian White","WL1",1,"WD","WL1WD",693185,747170,NA,NA,"Anthriscus.sylvestris","Melanostoma.scalare","Y","Syrphid","Melanostoma","M",1,250,70,17500,"",5.71e-05,NA,15,160,10.66666667,"","","West.DunboyneHedge","West.DunboyneHedgeMay","Low","Agri Low",NA
"1131",1131,"West.Dunboyne",15,"Hedge","May","Agri","7.5.18","Y","Y",20180799,1614,7,5,18,2,"7.5.18","Cian White","WL1",1,"WD","WL1WD",693185,747170,NA,NA,"Lamium.purpureum","Rhingia.campestris","Y","Syrphid","Rhingia","M",1,8,15,120,"",0.008333333,NA,15,160,10.66666667,"","","West.DunboyneHedge","West.DunboyneHedgeMay","Low","Agri Low",NA
"1132",1132,"West.Dunboyne",15,"Hedge","May","Agri","7.5.18","Y","Y",20180800,1615,7,5,18,2,"7.5.18","Cian White","WL1",1,"WD","WL1WD",693185,747170,NA,NA,"Ulex.europaeus","Eristalis.pertinax","Y","Syrphid","Eristalis","M",1,5000,20,1e+05,"",1e-05,NA,15,160,10.66666667,"","","West.DunboyneHedge","West.DunboyneHedgeMay","Low","Agri Low",NA
"1133",1133,"West.Dunboyne",15,"Hedge","May","Agri","7.5.18","Y","N",NA,1617,7,5,18,2,"7.5.18","Cian White","WL1",1,"WD","WL1WD",693185,747170,NA,NA,"Ulex.europaeus","Bombus.terrestris","O","Bumble.Bee","Bombus","F",1,5000,20,1e+05,"",1e-05,NA,15,160,10.66666667,"","","West.DunboyneHedge","West.DunboyneHedgeMay","Low","Agri Low","bees"
"1134",1134,"Balbriggan",13,"Sports","May","Agri","28.5.18","N",NA,NA,1618,28,5,18,5,"28.5.18","Cian White","GA2",1,"Bn","GA2Bn",716922,759756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20,5,"","","BalbrigganSports","BalbrigganSportsMay","Low","Agri Low",NA
"1135",1135,"Balbriggan",13,"Arable","May","Agri","28.5.18","N",NA,NA,1619,28,5,18,5,"28.5.18","Cian White","BC1",1,"Bn","BC1Bn",716922,759756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,196,32.66666667,"","","BalbrigganArable","BalbrigganArableMay","Low","Agri Low",NA
"1136",1136,"Balbriggan",13,"Other.Roads","May","Agri","28.5.18","Y","Y",20181057,1620,28,5,18,5,"28.5.18","Cian White","WL1",1,"Bn","WL1Bn",716922,759756,NA,NA,"Vicia.sepium","Bombus.pascorum","O","Bumble.Bee","Bombus","F",1,500,34,17000,"",5.88e-05,NA,4,20,5,"","","BalbrigganOther.Roads","BalbrigganOther.RoadsMay","Low","Agri Low","bees"
"1137",1137,"Balbriggan",13,"Other.Roads","May","Agri","28.5.18","Y","N",NA,1621,28,5,18,5,"28.5.18","Cian White","WL1",1,"Bn","WL1Bn",716922,759756,NA,NA,"Anthriscus.sylvestris","Diptera","O","Diptera",NA,"F",1,2100,70,147000,"",6.8e-06,NA,4,20,5,"","","BalbrigganOther.Roads","BalbrigganOther.RoadsMay","Low","Agri Low",NA
"1138",1138,"Balbriggan",13,"Other.Roads","May","Agri","28.5.18","Y","N",NA,1622,28,5,18,5,"28.5.18","Cian White","WL1",1,"Bn","WL1Bn",716922,759756,NA,NA,"Smyrnium.olusatrum","Diptera","O","Diptera",NA,"F",2,310,200,62000,"",3.23e-05,NA,4,20,5,"","","BalbrigganOther.Roads","BalbrigganOther.RoadsMay","Low","Agri Low",NA
"1139",1139,"Balbriggan",13,"Pasture1","May","Agri","28.5.18","Y","N",NA,1623,28,5,18,5,"28.5.18","Cian White","GA1",1,"Bn","GA1Bn",716922,759756,NA,NA,"Ranunculus.acris","Diptera","O","Diptera",NA,"F",11,6500,25,162500,"",6.77e-05,NA,23,500,21.73913043,"","","BalbrigganPasture1","BalbrigganPasture1May","Low","Agri Low",NA
"1140",1140,"Balbriggan",13,"Pasture1","May","Agri","28.5.18","Y","Y",20180801,1624,28,5,18,5,"28.5.18","Cian White","GA1",1,"Bn","GA1Bn",716922,759756,NA,NA,"Ranunculus.acris","Eupeodes.corollae","Y","Syrphid","Eupeodes","F",1,6500,25,162500,"",6.15e-06,NA,23,500,21.73913043,"","","BalbrigganPasture1","BalbrigganPasture1May","Low","Agri Low",NA
"1141",1141,"Balbriggan",13,"Pasture3","May","Agri","28.5.18","Y","Y",20180802,1626,28,5,18,5,"28.5.18","Cian White","GS2",1,"Bn","GS2Bn",716922,759756,NA,NA,"Vicia.sepium","Rhingia.campestris","Y","Syrphid","Rhingia","1M",2,9000,34,306000,"",6.54e-06,NA,37,500,13.51351351,"","","BalbrigganPasture3","BalbrigganPasture3May","Low","Agri Low",NA
"1142",1142,"Balbriggan",13,"Pasture3","May","Agri","28.5.18","Y","Y",20180803,1627,28,5,18,5,"28.5.18","Cian White","GS2",1,"Bn","GS2Bn",716922,759756,NA,NA,"Vicia.sepium","Bombus.pratorum","Y","Bumble.Bee","Bombus","F",3,9000,34,306000,"",9.8e-06,NA,37,500,13.51351351,"","","BalbrigganPasture3","BalbrigganPasture3May","Low","Agri Low","bees"
"1143",1143,"Balbriggan",13,"Pasture3","May","Agri","28.5.18","Y","Y",20180804,1628,28,5,18,5,"28.5.18","Cian White","GS2",1,"Bn","GS2Bn",716922,759756,NA,NA,"Vicia.sepium","Bombus.hortorum","Y","Bumble.Bee","Bombus","F",2,9000,34,306000,"",6.54e-06,NA,37,500,13.51351351,"","","BalbrigganPasture3","BalbrigganPasture3May","Low","Agri Low","bees"
"1144",1144,"Balbriggan",13,"Pasture3","May","Agri","28.5.18","Y","Y",20180805,1630,28,5,18,5,"28.5.18","Cian White","GS2",1,"Bn","GS2Bn",716922,759756,NA,NA,"Vicia.sepium","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",3,9000,34,306000,"",9.8e-06,NA,37,500,13.51351351,"","","BalbrigganPasture3","BalbrigganPasture3May","Low","Agri Low","bees"
"1145",1145,"Balbriggan",13,"Pasture3","May","Agri","28.5.18","Y","Y",20180806,1631,28,5,18,5,"28.5.18","Cian White","GS2",1,"Bn","GS2Bn",716922,759756,NA,NA,"Vicia.sepium","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",4,9000,34,306000,"",1.31e-05,NA,37,500,13.51351351,"","","BalbrigganPasture3","BalbrigganPasture3May","Low","Agri Low","bees"
"1146",1146,"Balbriggan",13,"Pasture3","May","Agri","28.5.18","Y","Y",20180808,1634,28,5,18,5,"28.5.18","Cian White","GS2",1,"Bn","GS2Bn",716922,759756,NA,NA,"Vicia.sepium","Andrena.wilkella","Y","Solitary.Bee","Andrena","F",1,9000,34,306000,"",3.27e-06,NA,37,500,13.51351351,"","","BalbrigganPasture3","BalbrigganPasture3May","Low","Agri Low","bees"
"1147",1147,"Balbriggan",13,"Isolated.Structure","May","Agri","28.5.18","Y","Y",20180811,1639,28,5,18,5,"28.5.18","Cian White","BC4",1,"Bn","BC4Bn",716922,759756,NA,NA,"Vicia.sepium","Leucozona.lucorum","Y","Syrphid","Leucozona","F",1,300,34,10200,"",9.8e-05,NA,14,60,4.285714286,"","","BalbrigganIsolated.Structure","BalbrigganIsolated.StructureMay","Low","Agri Low",NA
"1148",1148,"Balbriggan",13,"Isolated.Structure","May","Agri","28.5.18","Y","N",NA,1640,28,5,18,5,"28.5.18","Cian White","BC4",1,"Bn","BC4Bn",716922,759756,NA,NA,"Vicia.sepium","Bombus.pascorum","O","Bumble.Bee","Bombus","F",1,300,34,10200,"",9.8e-05,NA,14,60,4.285714286,"","","BalbrigganIsolated.Structure","BalbrigganIsolated.StructureMay","Low","Agri Low","bees"
"1149",1149,"Balbriggan",13,"Isolated.Structure","May","Agri","28.5.18","Y","N",NA,1641,28,5,18,5,"28.5.18","Cian White","BC4",1,"Bn","BC4Bn",716922,759756,NA,NA,"Vicia.sepium","Vespula.spp","O","Wasp","Vespula","F",1,300,34,10200,"",9.8e-05,NA,14,60,4.285714286,"","","BalbrigganIsolated.Structure","BalbrigganIsolated.StructureMay","Low","Agri Low",NA
"1150",1150,"Balbriggan",13,"Isolated.Structure","May","Agri","28.5.18","Y","N",NA,1642,28,5,18,5,"28.5.18","Cian White","BC4",1,"Bn","BC4Bn",716922,759756,NA,NA,"Escallonia.macrantha","Nomada.spp","O","Solitary.Bee",NA,"F",1,20,20,400,"",0.0025,NA,14,60,4.285714286,"","","BalbrigganIsolated.Structure","BalbrigganIsolated.StructureMay","Low","Agri Low","bees"
"1151",1151,"Balbriggan",13,"Isolated.Structure","May","Agri","28.5.18","Y","Y",20180812,1643,28,5,18,5,"28.5.18","Cian White","BC4",1,"Bn","BC4Bn",716922,759756,NA,NA,"Escallonia.macrantha","Platycheirus.albimanus","Y","Syrphid","Platycheirus","F",1,20,20,400,"",0.0025,NA,14,60,4.285714286,"","","BalbrigganIsolated.Structure","BalbrigganIsolated.StructureMay","Low","Agri Low",NA
"1152",1152,"Balbriggan",13,"Isolated.Structure","May","Agri","28.5.18","Y","Y",20180813,1645,28,5,18,5,"28.5.18","Cian White","BC4",1,"Bn","BC4Bn",716922,759756,NA,NA,"Escallonia.macrantha","Bombus.terrestris","Y","Bumble.Bee","Bombus","M",1,20,20,400,"",0.0025,NA,14,60,4.285714286,"","","BalbrigganIsolated.Structure","BalbrigganIsolated.StructureMay","Low","Agri Low","bees"
"1153",1153,"Balbriggan",13,"Dis.Medium","May","Agri","28.5.18","Y","Y",20180814,1646,28,5,18,5,"28.5.18","Cian White","GA2",1,"Bn","GA2Bn",716922,759756,NA,NA,"Bellis.perennis","Syritta.pipiens","Y","Syrphid","Syritta","F",1,300,25,7500,"",0.000133333,NA,15,40,2.666666667,"","","BalbrigganDis.Medium","BalbrigganDis.MediumMay","Low","Agri Low",NA
"1154",1154,"Balbriggan",13,"Dis.Medium","May","Agri","28.5.18","Y","Y",20180815,1647,28,5,18,5,"28.5.18","Cian White","GA2",1,"Bn","GA2Bn",716922,759756,NA,NA,"Ranunculus.repens","Melanostoma.scalare","Y","Syrphid","Melanostoma","F",1,5,30,150,"",0.006666667,NA,15,40,2.666666667,"","","BalbrigganDis.Medium","BalbrigganDis.MediumMay","Low","Agri Low",NA
"1155",1155,"Balbriggan",13,"Dis.Medium","May","Agri","28.5.18","Y","Y",20180816,1649,28,5,18,5,"28.5.18","Cian White","GA2",1,"Bn","GA2Bn",716922,759756,NA,NA,"Crataegus.monogyna","Melanostoma.mellinum","Y","Syrphid","Melanostoma","F",1,40,20,800,"",0.00125,NA,15,40,2.666666667,"","","BalbrigganDis.Medium","BalbrigganDis.MediumMay","Low","Agri Low",NA
"1156",1156,"Balbriggan",13,"Forest","May","Agri","28.5.18","N",NA,NA,1650,28,5,18,5,"28.5.18","Cian White","WD1",1,"Bn","WD1Bn",716922,759756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,10,"","","BalbrigganForest","BalbrigganForestMay","Low","Agri Low",NA
"1157",1157,"Balbriggan",13,"Hedge","May","Agri","28.5.18","Y","N",NA,1651,28,5,18,5,"28.5.18","Cian White","WL1",1,"Bn","WL1Bn",716922,759756,NA,NA,"Crataegus.monogyna","Diptera","O","Diptera",NA,"F",6,17550,20,351000,"",1.71e-05,NA,14,180,12.85714286,"","","BalbrigganHedge","BalbrigganHedgeMay","Low","Agri Low",NA
"1158",1158,"Balbriggan",13,"Hedge","May","Agri","28.5.18","Y","N",NA,1652,28,5,18,5,"28.5.18","Cian White","WL1",1,"Bn","WL1Bn",716922,759756,NA,NA,"Crataegus.monogyna","Coleoptera","O","Coleoptera",NA,"F",3,17550,20,351000,"",8.55e-06,NA,14,180,12.85714286,"","","BalbrigganHedge","BalbrigganHedgeMay","Low","Agri Low",NA
"1159",1159,"Balbriggan",13,"Hedge","May","Agri","28.5.18","Y","N",NA,1653,28,5,18,5,"28.5.18","Cian White","WL1",1,"Bn","WL1Bn",716922,759756,NA,NA,"Crataegus.monogyna","Andrena.haemorrhea","O","Solitary.Bee","Andrena","F",1,17550,20,351000,"",2.85e-06,NA,14,180,12.85714286,"","","BalbrigganHedge","BalbrigganHedgeMay","Low","Agri Low","bees"
"1160",1160,"Balbriggan",13,"Pasture2","May","Agri","28.5.18","N",NA,NA,1656,28,5,18,5,"28.5.18","Cian White","GA1",1,"Bn","GA1Bn",716922,759756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,344,26.46153846,"","","BalbrigganPasture2","BalbrigganPasture2May","Low","Agri Low",NA
"1161",1161,"Balbriggan",13,"Herbaceous","May","Agri","28.5.18","N",NA,NA,1657,28,5,18,5,"28.5.18","Cian White","FS2",1,"Bn","FS2Bn",716922,759756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,100,14.28571429,"","","BalbrigganHerbaceous","BalbrigganHerbaceousMay","Low","Agri Low",NA
"1162",1162,"Balbriggan",13,"Dis.Low","May","Agri","28.5.18","N",NA,NA,1658,28,5,18,5,"28.5.18","Cian White","GA2",1,"Bn","GA2Bn",716922,759756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,10,"","","BalbrigganDis.Low","BalbrigganDis.LowMay","Low","Agri Low",NA
"1163",1163,"East.Dunboyne",21,"Arable(164)","May","Agri","29.5.18","N",NA,NA,1659,29,5,18,5,"29.5.18","Cian White","BC1",1,"ED","BC1ED",703739,746879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,328,29.81818182,"","","East.DunboyneArable(164)","East.DunboyneArable(164)May","High","Agri High",NA
"1164",1164,"East.Dunboyne",21,"Pasture(25)","May","Agri","29.5.18","N",NA,NA,1660,29,5,18,5,"29.5.18","Cian White","GA1",1,"ED","GA1ED",703739,746879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,50,10,"","","East.DunboynePasture(25)","East.DunboynePasture(25)May","High","Agri High",NA
"1165",1165,"East.Dunboyne",21,"Hedge","May","Agri","29.5.18","Y","N",NA,1661,29,5,18,5,"29.5.18","Cian White","WL1",1,"ED","WL1ED",703739,746879,NA,NA,"Crataegus.monogyna","Coleoptera","O","Coleoptera",NA,"F",2,800,20,16000,"",0.000125,NA,5,40,8,"","","East.DunboyneHedge","East.DunboyneHedgeMay","High","Agri High",NA
"1166",1166,"East.Dunboyne",21,"Pasture1","May","Agri","29.5.18","Y","N",NA,1662,29,5,18,5,"29.5.18","Cian White","GA1",1,"ED","GA1ED",703739,746879,NA,NA,"Ranunculus.repens","Diptera","O","Diptera",NA,"F",5,575,30,17250,"",0.000289855,NA,20,500,25,"","","East.DunboynePasture1","East.DunboynePasture1May","High","Agri High",NA
"1167",1167,"East.Dunboyne",21,"Pasture1","May","Agri","29.5.18","Y","N",NA,1663,29,5,18,5,"29.5.18","Cian White","GA1",1,"ED","GA1ED",703739,746879,NA,NA,"Taraxacum.agg","Diptera","O","Diptera",NA,"F",1,25,50,1250,"",8e-04,NA,20,500,25,"","","East.DunboynePasture1","East.DunboynePasture1May","High","Agri High",NA
"1168",1168,"East.Dunboyne",21,"Isolated.Structure","May","Agri","29.5.18","Y","Y",20180817,1664,29,5,18,5,"29.5.18","Cian White","GA2",1,"ED","GA2ED",703739,746879,NA,NA,"Erysimum.spp","Bombus.pratorum","Y","Bumble.Bee","Bombus","F",3,200,25,5000,"",6e-04,NA,4,40,10,"","","East.DunboyneIsolated.Structure","East.DunboyneIsolated.StructureMay","High","Agri High","bees"
"1169",1169,"East.Dunboyne",21,"Isolated.Structure","May","Agri","29.5.18","Y","N",NA,1665,29,5,18,5,"29.5.18","Cian White","GA2",1,"ED","GA2ED",703739,746879,NA,NA,"Erysimum.spp","Bombus.pascorum","O","Bumble.Bee","Bombus","F",1,200,25,5000,"",2e-04,NA,4,40,10,"","","East.DunboyneIsolated.Structure","East.DunboyneIsolated.StructureMay","High","Agri High","bees"
"1170",1170,"East.Dunboyne",21,"Arable(212)","May","Agri","29.5.18","N",NA,NA,1668,29,5,18,5,"29.5.18","Cian White","BC1",1,"ED","BC1ED",703739,746879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,424,28.26666667,"","","East.DunboyneArable(212)","East.DunboyneArable(212)May","High","Agri High",NA
"1171",1171,"East.Dunboyne",21,"Pasture2","May","Agri","29.5.18","Y","N",NA,1669,29,5,18,5,"29.5.18","Cian White","GA1",1,"ED","GA1ED",703739,746879,NA,NA,"Ranunculus.repens","Diptera","O","Diptera",NA,"F",7,1250,30,37500,"",0.000186667,NA,25,500,20,"","","East.DunboynePasture2","East.DunboynePasture2May","High","Agri High",NA
"1172",1172,"East.Dunboyne",21,"Pasture2","May","Agri","29.5.18","Y","Y",20180818,1670,29,5,18,5,"29.5.18","Cian White","GA1",1,"ED","GA1ED",703739,746879,NA,NA,"Cardamine.pratensis","Rhingia.campestris","Y","Syrphid","Rhingia","1M",2,210,20,4200,"",0.00047619,NA,25,500,20,"","","East.DunboynePasture2","East.DunboynePasture2May","High","Agri High",NA
"1173",1173,"East.Dunboyne",21,"Pasture2","May","Agri","29.5.18","Y","Y",20180819,1672,29,5,18,5,"29.5.18","Cian White","GA1",1,"ED","GA1ED",703739,746879,NA,NA,"Ranunculus.acris","Cheiliosa.albitarsis","Y","Syrphid","Cheiliosa","M",1,50,25,1250,"",8e-04,NA,25,500,20,"","","East.DunboynePasture2","East.DunboynePasture2May","High","Agri High",NA
"1174",1174,"East.Dunboyne",21,"Pasture2","May","Agri","29.5.18","Y","N",NA,1673,29,5,18,5,"29.5.18","Cian White","GA1",1,"ED","GA1ED",703739,746879,NA,NA,"Stellaria.media","Diptera","O","Diptera",NA,"F",1,2575,10,25750,"",3.88e-05,NA,25,500,20,"","","East.DunboynePasture2","East.DunboynePasture2May","High","Agri High",NA
"1175",1175,"East.Dunboyne",21,"Pasture2","May","Agri","29.5.18","Y","N",NA,1674,29,5,18,5,"29.5.18","Cian White","GA1",1,"ED","GA1ED",703739,746879,NA,NA,"Taraxacum.agg","Diptera","O","Diptera",NA,"F",1,20,50,1000,"",0.001,NA,25,500,20,"","","East.DunboynePasture2","East.DunboynePasture2May","High","Agri High",NA
"1176",1176,"East.Dunboyne",21,"Pasture2","May","Agri","29.5.18","Y","N",NA,1675,29,5,18,5,"29.5.18","Cian White","GA1",1,"ED","GA1ED",703739,746879,NA,NA,"Ranunculus.acris","Diptera","O","Diptera",NA,"F",2,50,25,1250,"",0.0016,NA,25,500,20,"","","East.DunboynePasture2","East.DunboynePasture2May","High","Agri High",NA
"1177",1177,"Leixlip",18,"Pasture1","May","Agri","29.5.18","N",NA,NA,1676,29,5,18,5,"29.5.18","Cian White","GA1",1,"Lp","GA1Lp",700305,739882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,500,41.66666667,"","","LeixlipPasture1","LeixlipPasture1May","Medium","Agri Medium",NA
"1178",1178,"Leixlip",18,"Industrial","May","Agri","29.5.18","N",NA,NA,1677,29,5,18,5,"29.5.18","Cian White","BC4",1,"Lp","BC4Lp",700305,739882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,20,"","","LeixlipIndustrial","LeixlipIndustrialMay","Medium","Agri Medium",NA
"1179",1179,"Leixlip",18,"Hedge","May","Agri","29.5.18","Y","N",NA,1678,29,5,18,5,"29.5.18","Cian White","WL1",1,"Lp","WL1Lp",700305,739882,NA,NA,"Crataegus.monogyna","Diptera","O","Diptera",NA,"F",1,1250,20,25000,"",4e-05,NA,5,100,20,"","","LeixlipHedge","LeixlipHedgeMay","Medium","Agri Medium",NA
"1180",1180,"Leixlip",18,"Hedge","May","Agri","29.5.18","Y","N",NA,1679,29,5,18,5,"29.5.18","Cian White","WL1",1,"Lp","WL1Lp",700305,739882,NA,NA,"Crataegus.monogyna","Andrena.haemorrhea","M","Solitary.Bee","Andrena","F",1,1250,20,25000,"",4e-05,NA,5,100,20,"","","LeixlipHedge","LeixlipHedgeMay","Medium","Agri Medium","bees"
"1181",1181,"Leixlip",18,"Hedge","May","Agri","29.5.18","Y","N",NA,1681,29,5,18,5,"29.5.18","Cian White","WL1",1,"Lp","WL1Lp",700305,739882,NA,NA,"Crataegus.monogyna","Apis.mellifera","O","Honey.Bee","Apis","F",1,1250,20,25000,"",4e-05,NA,5,100,20,"","","LeixlipHedge","LeixlipHedgeMay","Medium","Agri Medium","bees"
"1182",1182,"Leixlip",18,"Dis.Low","May","Agri","29.5.18","Y","Y",20180820,1682,29,5,18,5,"29.5.18","Cian White","BC4",1,"Lp","BC4Lp",700305,739882,NA,NA,"Geranium.(cult)","Bombus.pratorum","Y","Bumble.Bee","Bombus","F",1,60,35,2100,"",0.00047619,NA,9,60,6.666666667,"","","LeixlipDis.Low","LeixlipDis.LowMay","Medium","Agri Medium","bees"
"1183",1183,"Leixlip",18,"Dis.Low","May","Agri","29.5.18","Y","Y",20181058,1683,29,5,18,5,"29.5.18","Cian White","BC4",1,"Lp","BC4Lp",700305,739882,NA,NA,"Buxus.sempervirens","Apis.mellifera","O","Honey.Bee","Apis","F",1,150,4,600,"",0.001666667,NA,9,60,6.666666667,"","","LeixlipDis.Low","LeixlipDis.LowMay","Medium","Agri Medium","bees"
"1184",1184,"Leixlip",18,"Dis.Low","May","Agri","29.5.18","Y","N",NA,1684,29,5,18,5,"29.5.18","Cian White","BC4",1,"Lp","BC4Lp",700305,739882,NA,NA,"Vicia.sepium","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",2,240,34,8160,"",0.000245098,NA,9,60,6.666666667,"","","LeixlipDis.Low","LeixlipDis.LowMay","Medium","Agri Medium","bees"
"1185",1185,"Leixlip",18,"Pasture2","May","Agri","29.5.18","Y","N",NA,1686,29,5,18,5,"29.5.18","Cian White","GA1",1,"Lp","GA1Lp",700305,739882,NA,NA,"Ranunculus.repens","Diptera","O","Diptera",NA,"F",13,3075,30,92250,"",0.000140921,NA,13,500,38.46153846,"","","LeixlipPasture2","LeixlipPasture2May","Medium","Agri Medium",NA
"1186",1186,"Leixlip",18,"Pasture2","May","Agri","29.5.18","Y","N",NA,1687,29,5,18,5,"29.5.18","Cian White","GA1",1,"Lp","GA1Lp",700305,739882,NA,NA,"Ranunculus.acris","Diptera","O","Diptera",NA,"F",22,3325,25,83125,"",0.000264662,NA,13,500,38.46153846,"","","LeixlipPasture2","LeixlipPasture2May","Medium","Agri Medium",NA
"1187",1187,"Leixlip",18,"Arable","May","Agri","29.5.18","N",NA,NA,1688,29,5,18,5,"29.5.18","Cian White","BC1",1,"Lp","BC1Lp",700305,739882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,380,38,"","","LeixlipArable","LeixlipArableMay","Medium","Agri Medium",NA
"1188",1188,"Leixlip",18,"Herbaceous","May","Agri","29.5.18","Y","Y",20180821,1689,29,5,18,5,"29.5.18","Cian White","GA1",1,"Lp","GA1Lp",700305,739882,NA,NA,"Trifolium.pratense","Andrena.wilkella","Y","Solitary.Bee","Andrena","F",1,40,15,600,"",0.001666667,NA,5,40,8,"","","LeixlipHerbaceous","LeixlipHerbaceousMay","Medium","Agri Medium","bees"
"1189",1189,"Leixlip",18,"Herbaceous","May","Agri","29.5.18","Y","Y",20180822,1690,29,5,18,5,"29.5.18","Cian White","GA1",1,"Lp","GA1Lp",700305,739882,NA,NA,"Trifolium.pratense","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",1,40,15,600,"",0.001666667,NA,5,40,8,"","","LeixlipHerbaceous","LeixlipHerbaceousMay","Medium","Agri Medium","bees"
"1190",1190,"Leixlip",18,"Pasture(110)","May","Agri","29.5.18","N",NA,NA,1693,29,5,18,5,"29.5.18","Cian White","GA1",1,"Lp","GA1Lp",700305,739882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,220,36.66666667,"","","LeixlipPasture(110)","LeixlipPasture(110)May","Medium","Agri Medium",NA
"1191",1191,"Leixlip",18,"Isolated.Structure","May","Agri","29.5.18","Y","Y",20180823,1694,29,5,18,5,"29.5.18","Cian White","BC4",1,"Lp","BC4Lp",700305,739882,NA,NA,"Ceanothus.agg","Bombus.pratorum","Y","Bumble.Bee","Bombus","F",6,680,40,27200,"",0.000220588,NA,7,40,5.714285714,"","","LeixlipIsolated.Structure","LeixlipIsolated.StructureMay","Medium","Agri Medium","bees"
"1192",1192,"Leixlip",18,"Sports","May","Agri","29.5.18","N",NA,NA,1697,29,5,18,5,"29.5.18","Cian White","GA2",1,"Lp","GA2Lp",700305,739882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,20,4,"","","LeixlipSports","LeixlipSportsMay","Medium","Agri Medium",NA
"1193",1193,"Leixlip",18,"Arable","June","Agri","9.6.18","N",NA,NA,1698,9,6,18,6,"9.6.18","Cian White","BC1",2,"Lp","BC1Lp",700305,739882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,380,25.33333333,"","","LeixlipArable","LeixlipArableJune","Medium","Agri Medium",NA
"1194",1194,"Leixlip",18,"Herbaceous","June","Agri","9.6.18","Y","Y",20180825,1699,9,6,18,6,"9.6.18","Cian White","GA1",2,"Lp","GA1Lp",700305,739882,NA,NA,"Ranunculus.repens","Eristalis.tenax","Y","Syrphid","Eristalis","M",1,700,30,21000,"",4.76e-05,NA,5,40,8,"","","LeixlipHerbaceous","LeixlipHerbaceousJune","Medium","Agri Medium",NA
"1195",1195,"Leixlip",18,"Pasture(110)","June","Agri","9.6.18","N",NA,NA,1701,9,6,18,6,"9.6.18","Cian White","GA1",2,"Lp","GA1Lp",700305,739882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,220,27.5,"","","LeixlipPasture(110)","LeixlipPasture(110)June","Medium","Agri Medium",NA
"1196",1196,"Leixlip",18,"Sports","June","Agri","9.6.18","N",NA,NA,1702,9,6,18,6,"9.6.18","Cian White","GA2",2,"Lp","GA2Lp",700305,739882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,10,"","","LeixlipSports","LeixlipSportsJune","Medium","Agri Medium",NA
"1197",1197,"Leixlip",18,"Isolated.Structure","June","Agri","9.6.18","Y","Y",20180826,1703,9,6,18,6,"9.6.18","Cian White","BC4",2,"Lp","BC4Lp",700305,739882,NA,NA,"Pyracantha.spp","Andrena.haemorrhea","Y","Solitary.Bee","Andrena","F",2,800,20,16000,"",0.000125,NA,9,40,4.444444444,"","","LeixlipIsolated.Structure","LeixlipIsolated.StructureJune","Medium","Agri Medium","bees"
